15397.62,15399.89,15475.69,15209.74,15381.43,15365.14,15305.02,15327.64,15578.39,15653.58,15559.53,15631.87,15633.21,15427.97,14959.47,15232.83,
15399.89,15475.69,15209.74,15381.43,15365.14,15305.02,15327.64,15578.39,15653.58,15559.53,15631.87,15633.21,15427.97,14959.47,15232.83,14735.26,
15475.69,15209.74,15381.43,15365.14,15305.02,15327.64,15578.39,15653.58,15559.53,15631.87,15633.21,15427.97,14959.47,15232.83,14735.26,14967.1,
15209.74,15381.43,15365.14,15305.02,15327.64,15578.39,15653.58,15559.53,15631.87,15633.21,15427.97,14959.47,15232.83,14735.26,14967.1,14768.2,
15381.43,15365.14,15305.02,15327.64,15578.39,15653.58,15559.53,15631.87,15633.21,15427.97,14959.47,15232.83,14735.26,14967.1,14768.2,14933.38,
15365.14,15305.02,15327.64,15578.39,15653.58,15559.53,15631.87,15633.21,15427.97,14959.47,15232.83,14735.26,14967.1,14768.2,14933.38,15195.34,
15305.02,15327.64,15578.39,15653.58,15559.53,15631.87,15633.21,15427.97,14959.47,15232.83,14735.26,14967.1,14768.2,14933.38,15195.34,15216.19,
15327.64,15578.39,15653.58,15559.53,15631.87,15633.21,15427.97,14959.47,15232.83,14735.26,14967.1,14768.2,14933.38,15195.34,15216.19,15210.39,
15578.39,15653.58,15559.53,15631.87,15633.21,15427.97,14959.47,15232.83,14735.26,14967.1,14768.2,14933.38,15195.34,15216.19,15210.39,14957.23,
15653.58,15559.53,15631.87,15633.21,15427.97,14959.47,15232.83,14735.26,14967.1,14768.2,14933.38,15195.34,15216.19,15210.39,14957.23,0,
15559.53,15631.87,15633.21,15427.97,14959.47,15232.83,14735.26,14967.1,14768.2,14933.38,15195.34,15216.19,15210.39,14957.23,0,0,
15631.87,15633.21,15427.97,14959.47,15232.83,14735.26,14967.1,14768.2,14933.38,15195.34,15216.19,15210.39,14957.23,0,0,0,
15633.21,15427.97,14959.47,15232.83,14735.26,14967.1,14768.2,14933.38,15195.34,15216.19,15210.39,14957.23,0,0,0,0,
15427.97,14959.47,15232.83,14735.26,14967.1,14768.2,14933.38,15195.34,15216.19,15210.39,14957.23,0,0,0,0,0,
14959.47,15232.83,14735.26,14967.1,14768.2,14933.38,15195.34,15216.19,15210.39,14957.23,0,0,0,0,0,0,
15232.83,14735.26,14967.1,14768.2,14933.38,15195.34,15216.19,15210.39,14957.23,0,0,0,0,0,0,0,
14735.26,14967.1,14768.2,14933.38,15195.34,15216.19,15210.39,14957.23,0,0,0,0,0,0,0,0,
14967.1,14768.2,14933.38,15195.34,15216.19,15210.39,14957.23,0,0,0,0,0,0,0,0,0,
14768.2,14933.38,15195.34,15216.19,15210.39,14957.23,0,0,0,0,0,0,0,0,0,0,
14933.38,15195.34,15216.19,15210.39,14957.23,0,0,0,0,0,0,0,0,0,0,0,
15195.34,15216.19,15210.39,14957.23,0,0,0,0,0,0,0,0,0,0,0,0,
15216.19,15210.39,14957.23,0,0,0,0,0,0,0,0,0,0,0,0,0,
15210.39,14957.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14957.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
